file_name,f0_mean,f0_std,centroid_mean,zcr_mean,gender,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
6730033121968741857.wav,155.585,38.269,830.987,0.074,male,98.124,-2.899,7.816,4.042,-7.564,0.29,-0.359,-5.668,-1.414,2.902,-0.951,-0.065,1.98,-1.284,-0.152,-0.788,-3.358,-0.723,-2.619
16031920183706465815.wav,210.004,63.802,982.25,0.08,female,94.469,-19.045,22.244,2.39,-11.167,-2.713,-4.918,-0.013,-2.96,-6.088,-0.461,-3.381,-8.011,-2.845,-4.273,-5.788,-3.482,-4.988,-4.195
6626658705865375089.wav,144.225,35.037,817.179,0.066,male,103.547,3.343,21.099,-3.361,-0.19,4.636,-7.015,0.416,1.722,-2.81,-1.938,1.411,-0.493,-3.612,0.112,-1.106,-3.879,0.11,-1.353
9337800292975591491.wav,152.485,26.356,703.725,0.055,male,95.693,4.129,22.766,16.998,-5.238,0.278,-1.55,-9.925,-1.723,2.066,-6.855,-1.504,2.587,-4.461,-1.765,0.865,-1.681,-1.158,-1.532
12769265171291351450.wav,199.509,80.714,1114.241,0.096,female,76.34,-20.18,24.954,2.72,-3.85,6.838,-8.082,-5.502,1.56,-3.54,-2.426,-0.726,-5.013,-2.855,-2.459,-4.192,-4.026,-4.193,-2.653
18252606446337091891.wav,215.516,54.548,958.674,0.068,female,92.0,-20.737,22.962,2.037,-14.361,-5.0,-6.027,-2.691,-2.6,-1.771,-6.1,-5.275,-5.566,-6.137,-3.02,-5.98,-4.594,-5.678,-5.673
15508179020513044336.wav,220.446,45.41,768.95,0.059,female,86.11,-1.345,22.253,7.021,-17.124,-6.595,-9.031,-12.122,-6.597,-8.099,-5.837,0.227,-2.266,-3.576,-2.967,-5.835,-6.452,-6.187,-5.866
378144624633699084.wav,167.495,58.811,933.314,0.091,male,92.724,-15.7,6.696,-0.945,-12.426,-1.113,-6.4,-7.409,-4.026,-3.428,-2.974,-0.128,1.76,-2.887,-1.78,1.553,-2.204,-2.291,0.169
3268256717874428754.wav,140.487,49.951,912.296,0.081,male,93.507,-10.907,15.143,3.413,0.093,2.495,-5.753,1.191,-0.188,-3.848,-1.077,1.045,-0.184,-1.72,0.895,0.109,-1.948,-0.377,-0.152
12743403412120788525.wav,207.949,54.169,1050.418,0.081,female,71.773,-2.439,21.421,-9.535,-14.47,-11.063,-8.414,-2.264,-0.12,-2.61,-4.418,-0.491,-4.824,-0.454,-2.118,-5.483,-3.205,-6.188,-3.641
Voice152.wav,168.471,39.286,719.303,0.051,male,85.251,-4.443,25.291,12.99,-3.238,4.787,-5.517,-3.044,0.907,-6.803,-3.87,-1.868,-5.005,-4.103,-3.651,-2.929,-3.319,-3.618,-2.326
17078806296647360599.wav,192.198,52.283,935.807,0.071,female,84.72,-4.653,17.997,-3.184,-2.43,-0.373,-6.81,-4.816,-1.722,-4.393,-2.411,-1.204,-4.773,-2.847,-5.534,-4.407,-3.13,-4.982,-3.334
13586002381917335461.wav,151.636,43.771,989.551,0.079,female,83.404,-6.234,29.905,5.89,-4.53,-4.839,-3.997,-1.437,-0.025,-2.04,-4.216,2.853,-0.933,-0.856,-1.798,-3.274,1.247,-0.464,-1.406
17935373399544738055.wav,217.876,54.143,870.855,0.063,female,95.297,-13.504,20.559,2.406,-13.177,-0.931,-6.223,-2.063,-4.415,-8.3,-0.788,-5.187,-8.282,-3.259,-5.914,-5.733,-3.794,-5.549,-4.008
11798711327318524554.wav,140.707,27.309,956.884,0.081,male,95.653,-7.831,31.743,0.034,-7.293,0.622,-6.322,1.561,-2.144,-2.62,0.396,-1.13,-1.147,-1.081,-0.69,-2.877,-2.421,-0.615,-1.6
12849268951576149241.wav,213.467,72.272,946.049,0.076,female,89.704,-14.811,14.111,1.823,-12.062,1.801,-1.055,-3.615,-2.67,-2.932,-2.583,-4.375,-5.217,-4.169,-4.123,-4.374,-3.255,-2.501,-2.445
11076471863713799457.wav,156.403,63.999,882.208,0.083,male,89.374,-10.084,-4.615,2.264,-8.468,-1.315,0.415,-6.117,-4.421,-2.333,-6.562,-6.026,-1.798,-1.837,-0.911,-0.502,-2.206,-0.183,0.105
2764827386322495310.wav,160.019,43.858,820.099,0.077,male,97.005,-5.756,1.59,7.529,-6.162,-2.478,-2.753,-3.816,1.55,0.38,-3.297,-0.096,1.562,-1.861,-1.213,0.053,-2.581,-3.247,-2.345
Voice913.wav,182.121,52.91,798.814,0.052,female,94.11,-8.239,24.545,10.336,-1.357,2.46,-3.149,-0.501,-2.831,-7.879,-4.019,-0.705,-4.263,-1.937,-3.471,-5.833,-2.556,-5.517,-3.704
10251904732893274520.wav,186.905,45.337,846.068,0.065,female,84.661,4.671,20.846,-3.658,-7.865,-1.33,-5.318,-7.428,-2.441,-1.606,-1.415,0.768,-5.309,-3.794,-4.493,-3.993,-1.102,-3.858,-2.394
3152088149276750978.wav,146.312,22.75,786.181,0.063,male,97.115,-1.925,23.929,6.684,-2.389,-1.156,-5.463,2.282,2.463,-1.644,-2.002,1.153,-0.3,-1.935,-1.075,-1.69,-0.541,0.863,-0.274
17898794946272917419.wav,148.193,51.469,830.266,0.073,male,100.28,-5.749,4.575,12.713,-4.644,-3.821,4.048,-1.863,-2.678,3.97,0.83,0.134,1.032,-2.196,-0.37,-0.1,-3.201,-0.95,-1.146
13191937248351476404.wav,148.834,27.556,715.07,0.058,male,112.23,-3.452,8.2,11.077,-6.038,-2.847,-3.017,-3.495,0.682,0.528,-1.929,0.291,1.259,-1.897,-0.501,0.481,-2.94,-2.94,-1.734
3553993781384362551.wav,131.079,16.794,703.679,0.051,male,110.03,-8.232,30.592,13.77,1.085,3.848,-7.223,0.659,1.936,-1.044,-0.316,0.768,0.577,-2.64,-1.119,-0.447,0.322,3.175,-0.054
15464003411295581197.wav,179.665,75.416,955.718,0.074,female,67.224,2.357,10.771,-1.547,-0.531,0.817,-4.76,-3.444,-1.328,-1.768,-3.327,-0.811,-2.611,-3.523,-2.746,-3.778,-2.915,-2.941,-2.379
16514859683477693130.wav,154.281,22.706,744.021,0.055,male,99.102,-0.657,33.236,7.243,0.849,4.382,-12.239,-2.428,1.924,-4.08,-2.435,-0.633,-1.865,-2.967,-0.426,0.798,0.275,0.556,-2.066
17947676488823490623.wav,135.907,25.056,701.824,0.048,male,108.006,-1.035,21.327,0.215,-2.54,6.119,-5.286,0.687,3.073,-1.606,-1.701,1.171,-1.651,-3.75,0.791,-1.873,-3.66,-0.432,-0.868
8528535126429012047.wav,157.647,36.707,800.291,0.074,male,97.253,-0.095,1.249,7.017,-4.165,-4.028,-2.236,-5.531,-3.443,2.364,0.309,0.246,1.036,-2.439,-1.053,-0.631,-3.107,-2.618,-2.656
18029893814501612198.wav,209.953,50.069,1034.99,0.079,female,75.941,-6.547,16.17,-11.512,-9.447,-9.914,-10.843,-1.415,-2.708,-4.583,-3.936,-2.094,-6.229,-1.932,-2.06,-4.523,-2.868,-5.747,-3.541
4227370783401703613.wav,149.732,46.084,900.798,0.084,male,102.547,-15.387,10.282,0.479,-4.856,5.747,-4.408,-4.702,-0.532,-1.075,-1.675,-1.464,0.206,-0.426,-1.092,-0.372,-1.351,-0.872,0.395
1445104334433352384.wav,154.747,23.789,812.134,0.066,male,88.628,3.291,25.306,6.916,-1.881,-0.021,-8.607,-2.863,3.508,-1.341,-5.295,-0.112,-1.114,-4.938,0.078,0.555,-1.446,0.992,-1.769
9965229134969515357.wav,227.635,49.934,832.094,0.065,female,93.276,-13.923,16.03,2.546,-16.32,-3.578,-8.857,-10.988,-3.625,-6.552,-9.109,-2.963,-5.402,-7.175,-2.781,-5.739,-5.889,-4.26,-6.064
15070742534247980715.wav,207.194,52.619,1115.006,0.088,female,79.198,-13.247,20.091,-7.634,-9.672,-6.025,-10.404,-5.892,-1.437,-2.91,-4.476,-0.928,-4.937,-4.117,-2.522,-3.472,-2.163,-3.807,-4.34
9093581201168690332.wav,134.045,19.109,670.551,0.046,male,117.298,-6.335,25.066,3.75,-1.914,3.879,-6.124,3.382,1.054,0.097,0.974,-0.4,0.125,-4.1,0.414,0.328,-3.031,1.147,-1.418
Voice50.wav,203.473,64.531,1346.141,0.104,female,81.43,-31.801,40.677,0.517,-5.93,12.138,-5.472,-1.877,-0.119,-5.71,-4.255,-0.598,-4.961,-3.505,-0.833,-4.093,-2.829,-4.35,-3.636
6054629602224468038.wav,135.912,19.448,780.186,0.056,male,110.298,-14.747,29.194,9.56,-0.988,1.88,-8.084,-0.855,3.317,1.273,-0.927,1.548,0.646,-2.024,-1.191,-0.343,0.448,0.922,-0.504
4332935700029448677.wav,166.211,39.32,651.378,0.056,male,86.816,8.045,3.483,10.317,-3.867,-5.798,-1.639,-5.224,-3.468,-0.316,-2.517,-1.414,0.509,-1.374,-2.606,-2.458,-2.638,-2.06,-1.74
1547494569261850268.wav,135.505,24.573,1071.911,0.096,male,84.998,-8.012,28.296,0.391,-6.13,3.529,-5.538,0.896,0.057,-1.343,0.36,0.026,-0.208,-1.951,-0.653,-2.515,-2.775,-0.078,-1.409
15702917217913024973.wav,158.597,55.015,1026.784,0.084,female,86.731,-6.231,33.416,0.645,-12.53,-5.846,1.484,-6.627,-4.498,-0.04,-4.398,5.266,-7.4,-4.604,2.326,-3.544,1.909,-2.978,-3.567
14757600038661056379.wav,171.596,58.452,890.48,0.069,female,93.522,-15.525,19.58,5.98,-3.561,2.013,-7.713,-5.29,-5.405,-4.705,-0.56,-0.843,-2.716,-2.576,-1.778,-3.345,-3.493,-2.311,-2.61
16674897800310457412.wav,154.797,45.594,1028.145,0.081,female,88.178,-7.755,30.062,-3.665,-1.783,8.938,-8.324,-7.816,-2.101,-6.042,-2.801,0.383,-3.021,-0.17,-1.519,-1.807,-1.143,-2.138,-0.185
16701439976877316363.wav,157.438,41.074,1119.562,0.095,female,83.062,-8.272,32.44,-5.727,-5.036,3.358,-4.57,-6.348,2.692,-7.103,-2.442,3.384,-5.145,0.03,-4.692,-0.854,1.283,-1.939,-0.779
14321832820635209305.wav,225.785,43.552,825.556,0.064,female,96.315,-15.811,16.68,3.717,-14.91,-6.824,-12.553,-10.737,-4.046,-7.491,-8.526,-1.355,-3.707,-6.842,-3.491,-4.669,-6.402,-6.789,-5.5
Voice29.wav,183.039,61.764,1110.049,0.077,female,82.834,-19.368,31.354,2.503,1.207,6.5,-7.053,-0.101,-2.096,-7.015,-3.745,1.567,-4.395,-4.025,-1.064,-5.563,-2.365,-3.852,-5.167
Voice43.wav,192.132,64.008,1001.84,0.069,female,87.204,-18.952,23.043,8.259,-1.897,0.378,-1.939,0.379,-1.395,-6.981,-5.722,0.41,-5.156,-4.004,-2.416,-4.191,-3.011,-3.979,-4.204
11260443343931694182.wav,213.131,61.476,998.058,0.082,female,91.952,-18.666,19.106,0.232,-15.113,1.49,-2.782,-4.137,-2.103,-4.457,-2.418,-4.381,-7.079,-3.955,-4.435,-5.271,-4.008,-4.784,-4.084
17791836666903280583.wav,154.525,58.32,863.795,0.084,male,95.373,-7.277,-4.077,6.346,-7.316,-6.747,-4.572,-7.551,-2.231,1.482,-2.775,-1.739,0.177,-2.355,-1.225,-0.402,-2.22,-1.037,-0.197
15107576116133658328.wav,209.664,63.871,849.456,0.066,female,92.901,-15.51,11.434,4.513,-12.469,-5.221,-11.057,-9.496,-1.072,-6.275,-8.03,-0.998,-6.16,-7.7,-2.553,-5.615,-5.328,-4.469,-4.738
16184353571948354527.wav,146.051,49.139,957.957,0.093,male,96.552,-16.21,9.331,0.821,-10.626,2.067,-6.204,-6.043,1.035,-0.016,-1.696,-0.078,1.633,-1.258,-0.531,0.07,-3.703,-1.115,0.255
18392911039499637016.wav,154.59,40.903,1010.336,0.084,female,89.504,-9.68,28.461,-4.771,-2.679,-0.255,-0.172,-6.476,-3.56,-2.751,-5.33,2.707,-6.261,-0.79,0.8,-3.328,0.571,-3.053,-2.119
10974430424593528236.wav,160.555,43.141,794.726,0.071,male,101.569,-4.183,4.331,7.934,-7.883,-1.377,1.83,-7.347,-3.885,1.545,-2.274,1.572,0.991,-3.647,0.642,-0.599,-3.613,-1.847,-2.958
6426321509556286394.wav,134.964,42.266,1055.354,0.098,male,80.29,-3.111,28.844,0.921,-6.427,1.748,-3.191,0.682,-0.288,-1.996,0.161,0.66,-1.101,-0.684,0.298,-2.466,-2.943,-0.543,-0.95
10730192809700869382.wav,226.019,56.378,872.028,0.07,female,104.098,-18.676,17.506,-0.643,-16.179,2.004,-3.095,-6.394,-2.917,-5.166,-4.328,-3.994,-8.004,-6.158,-5.095,-6.672,-4.582,-5.168,-5.473
10070323158558707477.wav,149.244,49.917,1057.629,0.091,female,84.112,-8.889,29.26,-7.603,-1.963,-2.916,-5.243,-0.377,0.581,-2.018,-2.481,1.665,-5.252,-0.119,-0.059,-1.426,-0.634,-2.775,-1.077
7450716929409384141.wav,139.931,27.43,695.264,0.049,male,107.804,3.056,19.131,-1.223,0.022,5.229,-4.558,0.245,1.39,-0.52,-3.628,0.969,0.08,-5.481,1.288,-1.063,-4.863,0.868,-1.505
16437352836222993173.wav,170.78,61.389,979.296,0.092,male,85.609,-16.939,6.613,1.65,-14.281,-5.525,-5.115,-7.119,-3.355,0.679,-1.853,-0.608,1.319,-2.558,-1.594,-1.272,-2.902,-1.515,-1.579
14559030820931604644.wav,140.238,26.124,677.434,0.046,male,112.054,-2.704,28.032,1.391,-3.03,5.622,-4.075,2.63,-1.498,-0.577,1.143,-1.405,-1.582,-4.374,0.516,-1.06,-4.172,0.335,-1.877
2392032654834309523.wav,134.511,15.826,857.767,0.069,male,99.743,-3.346,31.598,6.078,-2.316,-0.397,-8.771,0.884,1.438,-0.236,1.443,0.206,0.308,-1.811,-1.521,-1.802,-4.17,-2.164,-1.305
Voice150.wav,167.223,27.922,808.027,0.062,male,88.086,-10.27,29.974,11.253,-5.965,4.045,-3.617,-2.633,-0.468,-3.285,-1.96,-1.658,-2.631,-3.529,-2.649,-2.812,-4.369,-1.994,-3.753
10675145205417786547.wav,166.998,46.665,873.032,0.08,male,85.604,-5.825,2.81,7.392,-5.055,-4.319,-2.478,-5.066,-2.672,1.838,-0.511,0.187,0.252,-3.119,-1.009,-1.344,-3.78,-2.202,-2.69
Voice885.wav,188.742,52.826,684.836,0.049,female,88.181,5.326,25.951,18.21,-4.824,-3.755,-6.036,-5.351,-2.422,-7.869,-6.913,0.726,-1.652,-5.715,-4.755,-4.283,-2.976,-2.266,-3.035
16004827625537838704.wav,151.089,25.805,746.946,0.053,male,101.021,-4.749,24.312,7.436,-1.446,3.463,-10.727,-1.465,3.88,-3.169,-1.376,1.144,-1.437,-3.122,-0.556,0.395,0.241,0.605,-1.823
16811631725417718494.wav,176.618,45.499,813.154,0.059,female,102.471,-13.32,10.679,4.916,-2.287,8.403,1.103,4.599,3.893,-7.572,-5.119,0.63,-3.326,-4.121,-1.643,-2.014,-2.36,-3.593,-2.949
13045145161421082952.wav,206.188,53.211,1026.205,0.079,female,79.873,-8.27,22.538,-4.185,-4.314,-5.611,-7.58,-0.981,0.663,-2.593,-2.643,0.608,-5.654,-2.763,-1.185,-3.388,-1.153,-3.916,-3.397
6371615166759258617.wav,128.588,46.583,1013.254,0.089,male,89.129,-10.824,28.13,3.501,-6.728,-3.177,-3.339,0.806,1.14,0.072,-0.371,0.428,-1.469,-0.93,-1.634,-0.662,0.368,0.147,1.387
Voice161.wav,163.403,35.92,761.8,0.046,male,77.8,0.43,34.182,5.781,-4.134,5.698,-2.03,-3.821,-4.023,-1.857,-4.648,-1.279,0.675,-4.032,-0.073,-1.789,-4.467,-1.641,-4.586
564405697539666352.wav,142.652,23.537,793.723,0.059,male,107.279,-8.806,19.531,-0.248,-3.253,3.307,-5.692,0.252,1.622,-2.125,-1.401,1.896,-2.111,-3.69,-0.166,-3.34,-2.581,0.236,-0.28
8328295013812653409.wav,137.722,23.286,849.285,0.067,male,101.334,-7.181,32.712,6.037,-1.182,-2.203,-7.75,1.878,-2.054,2.067,1.198,-1.432,2.027,-3.436,-1.499,-0.874,-3.935,-0.199,-0.861
4707090963268166810.wav,159.77,49.745,911.719,0.085,male,100.027,-18.568,4.264,2.25,-11.435,-1.315,-6.485,-8.588,-3.296,-2.846,-3.629,-0.948,1.153,-1.854,-1.685,0.753,-1.383,-2.215,-0.572
Voice528.wav,196.415,51.781,855.394,0.065,female,85.237,-8.658,21.367,10.345,-4.51,1.887,-5.604,-4.271,-2.209,-7.206,-6.13,-4.96,-4.066,-1.454,-5.298,-7.964,-4.949,-3.027,-3.534
819685387648881639.wav,143.189,30.487,716.036,0.054,male,103.99,2.382,14.895,0.496,-0.969,4.394,-4.672,-1.08,2.435,-1.486,-2.919,1.476,-1.014,-3.537,-0.028,-2.947,-3.662,0.162,-1.553
13720426718420026491.wav,215.769,55.453,910.249,0.075,female,97.818,-19.535,19.842,0.913,-11.078,-5.604,-6.647,-4.48,-7.674,-3.453,-4.323,-0.209,1.441,-3.377,0.541,-1.156,-3.355,-2.48,-4.015
15628616912426680255.wav,137.747,16.394,672.844,0.048,male,113.489,-3.403,29.219,5.879,2.387,4.948,-10.319,-1.406,5.842,-0.719,-3.93,3.325,-0.884,-5.587,0.403,-0.434,0.28,2.238,-1.319
Voice1012.wav,202.721,61.778,909.228,0.055,female,85.649,-13.551,23.745,13.565,0.312,0.909,-6.885,-1.242,-1.47,-5.228,-0.967,-1.245,-8.787,-6.596,-2.792,-5.93,-3.949,-2.713,-3.831
892339446243227043.wav,176.523,64.775,925.676,0.087,male,90.819,-13.726,1.935,5.646,-15.327,-6.027,-4.408,-9.752,-1.972,-0.652,-4.199,-2.035,-1.063,-2.614,-2.486,-1.24,-1.117,-1.032,-0.438
15014506404996669476.wav,153.041,34.865,825.807,0.069,male,101.149,-5.228,7.669,11.265,-5.464,-2.37,-0.727,-5.858,-4.073,0.683,-0.361,0.592,1.531,-1.499,0.261,0.748,-2.433,-1.657,-2.901
18001778753790179907.wav,138.241,30.845,731.728,0.05,male,103.634,1.095,21.342,0.333,0.203,5.682,-5.215,-0.705,1.587,-0.845,-2.135,0.975,-1.241,-4.237,-0.374,-0.983,-2.996,-0.733,-0.57
12914590368699726959.wav,155.647,47.894,987.027,0.073,male,89.369,-7.602,31.91,-1.318,-12.136,0.509,-2.047,-3.429,-2.374,-0.85,-4.644,0.754,3.345,-3.473,-1.54,-0.397,-2.077,0.278,-0.414
16165023593916660927.wav,208.158,59.903,1085.044,0.088,female,73.55,-6.298,18.426,-14.155,-13.02,-5.713,-7.041,-3.292,-0.046,-3.823,-3.119,-0.079,-5.002,-1.276,-3.482,-3.542,-2.012,-5.906,-3.981
Voice2004.wav,184.226,92.059,744.847,0.056,female,86.31,0.804,13.787,-0.69,-5.453,0.692,-8.664,-4.954,-2.304,-5.347,-3.32,-2.033,-3.506,-3.322,-3.445,-4.253,-2.773,-2.18,-1.681
Voice640.wav,208.436,61.916,766.864,0.059,female,93.332,-1.92,22.335,11.944,-8.531,-5.524,-11.09,-6.962,1.263,-3.907,-6.838,-4.881,-6.344,-2.346,-1.402,-7.885,-5.351,-1.76,-4.084
12411461231396747438.wav,142.786,25.834,794.561,0.059,male,106.541,-7.408,25.511,-1.385,-2.19,1.91,-7.065,-0.472,-0.444,-0.106,-1.061,1.599,-0.301,-3.853,-0.614,-1.687,-3.052,-1.241,-0.653
Voice852.wav,191.385,50.371,750.682,0.052,female,93.271,-4.319,25.521,14.591,-1.502,-2.101,-5.165,-3.733,-4.225,-4.826,-5.524,-4.795,-6.243,-2.391,-1.664,-6.403,-4.151,-4.808,-4.148
12780363843901560198.wav,169.655,61.212,957.604,0.093,male,91.283,-19.419,-0.638,1.694,-11.739,-1.3,-6.5,-9.14,-1.408,-3.332,-4.616,-0.751,-0.23,-1.645,-1.02,-1.148,-2.272,-1.701,-1.548
13546245304035677938.wav,209.337,53.151,1159.266,0.088,female,77.191,-15.667,18.841,-11.601,-7.673,-7.012,-9.083,-4.146,-1.904,-3.866,-3.98,-1.416,-7.637,-3.296,-4.337,-4.335,-2.057,-4.726,-3.158
14424860340430575230.wav,160.726,40.899,832.661,0.076,male,95.305,-5.524,4.637,9.552,-4.407,-5.204,-2.622,-3.559,-2.619,0.165,-1.579,0.75,1.416,-3.595,-0.527,-0.313,-5.177,-2.168,-0.894
5795902775621455075.wav,140.665,23.253,850.437,0.068,male,102.341,-8.677,32.39,3.927,0.128,-1.907,-7.954,2.694,-0.524,0.923,-1.54,0.923,1.117,-3.643,0.316,-2.87,-2.238,0.687,-2.302
12050604890411336051.wav,223.692,62.32,999.326,0.074,female,93.298,-25.428,24.489,2.105,-14.207,-7.837,-7.415,-7.381,-7.198,-3.662,-6.137,0.516,-1.539,-3.616,0.967,-3.045,-2.998,-2.552,-3.465
12928884352085776374.wav,210.079,70.585,952.801,0.08,female,90.806,-15.049,17.216,2.949,-12.835,0.694,-0.55,-4.785,-4.335,-3.365,-2.841,-4.154,-6.452,-4.034,-4.473,-5.651,-4.089,-4.988,-3.682
14623374026800285336.wav,143.123,32.131,1053.738,0.097,male,87.198,-23.31,15.065,4.347,-10.445,4.718,-5.584,-2.428,3.425,-2.657,-1.792,-1.395,-1.035,-1.11,-1.109,-0.504,-2.216,-1.033,-0.767
7841842372447680765.wav,152.796,60.827,836.814,0.082,male,94.464,-7.767,-1.945,4.702,-5.25,-3.854,-6.164,-7.866,-3.205,-0.622,-3.173,-2.273,0.035,-1.558,-0.693,0.437,-1.108,-0.843,-0.044
Voice988.wav,202.823,62.367,921.741,0.058,female,87.754,-16.752,27.963,12.5,-0.429,1.282,-8.178,-3.606,-4.154,-5.818,-1.558,-3.475,-9.7,-5.482,-1.845,-5.911,-4.549,-4.061,-6.023
Voice887.wav,195.566,54.332,782.002,0.054,female,98.972,-10.817,26.997,16.209,-6.364,-1.065,-5.318,-2.475,0.917,-7.394,-7.272,-2.021,-4.041,-3.148,-4.256,-6.544,-3.489,-3.201,-3.212
109828026996803139.wav,154.166,31.553,732.978,0.06,male,104.827,-0.396,5.638,9.48,-4.914,-3.277,0.591,-3.047,-1.606,1.23,-4.118,-0.207,3.323,-3.282,-2.536,-0.802,-2.976,-2.741,-2.449
Voice620.wav,214.331,64.1,861.983,0.067,female,97.758,-14.362,11.578,0.844,-3.297,0.104,-3.748,-6.043,-5.533,-2.286,-6.305,-2.749,-4.868,-5.383,-1.069,-5.375,-3.505,-2.594,-3.98
10227103958280856326.wav,176.845,75.102,870.346,0.084,male,94.608,-11.591,-2.732,1.162,-4.155,0.475,-4.123,-6.477,-6.169,-4.878,-3.134,-1.544,-0.801,-2.46,-1.51,-1.119,-3.137,-2.335,-1.367
11273207082036212632.wav,132.588,16.584,664.328,0.045,male,114.138,-8.206,30.783,15.317,-2.694,2.203,-7.122,-0.808,2.263,-0.908,-0.725,1.35,1.797,-1.67,-1.136,-0.771,0.861,3.244,-0.441
16522221241679258546.wav,137.594,29.675,938.875,0.075,male,94.733,-8.071,31.564,6.382,1.742,-3.142,-7.067,2.632,-0.949,1.801,0.455,-1.014,2.03,-2.731,-0.438,-0.995,-4.631,-1.072,-1.654
Voice87.wav,166.718,38.072,904.228,0.064,male,76.802,-4.974,27.864,6.41,-0.68,3.893,-2.249,-0.34,-1.443,-2.787,-3.069,-2.211,-1.539,-3.244,-3.821,-2.25,-3.514,-2.444,-2.064
16906891053993498075.wav,141.941,49.888,900.043,0.089,male,103.512,-18.544,-1.791,6.96,-9.204,-2.16,-4.791,-8.212,-0.423,-2.797,-6.203,-1.285,-0.051,-1.511,-1.153,-1.613,-2.243,-0.915,0.198
14056712425234641608.wav,137.256,21.596,774.634,0.055,male,110.809,-4.919,25.597,-2.372,-0.524,5.382,-8.85,2.015,1.8,-2.485,0.463,1.403,-0.965,-3.126,-0.292,-0.764,-3.132,-0.432,-0.895
9643730536370390639.wav,134.562,28.998,687.943,0.042,male,113.362,-4.912,28.707,3.391,-4.411,6.354,-6.21,-0.055,1.8,-1.448,-0.979,0.589,0.699,-3.152,-0.143,0.31,-3.109,-0.316,-0.499
11546484814732577598.wav,145.492,47.374,878.737,0.065,male,94.462,-3.992,34.58,-1.348,-8.495,3.011,-3.612,-0.83,-2.396,-1.51,-3.747,0.246,3.327,-3.457,-0.824,0.378,-1.319,1.512,-0.462
14373768960393807972.wav,168.785,59.037,915.972,0.07,female,99.928,-22.573,23.568,2.042,-2.205,1.277,-8.343,-3.145,-6.519,-4.732,-2.116,-0.937,-2.074,-2.6,-0.721,-3.75,-3.057,-1.197,-2.927
8766535923033291956.wav,127.069,63.738,982.803,0.077,male,92.176,-14.927,31.213,3.371,-2.44,1.637,-3.313,-3.144,-3.11,0.732,-4.504,-2.531,-0.49,-2.206,0.484,1.188,0.142,0.923,2.644
186928343415899982.wav,139.038,24.06,728.73,0.052,male,109.373,-4.615,23.561,2.192,-2.159,2.65,-4.713,1.846,-2.698,-0.085,2.227,-1.454,-0.298,-2.314,0.006,-0.642,-3.871,-0.06,-1.22
18195162133941556298.wav,134.785,26.305,744.163,0.056,male,105.245,-4.583,21.037,5.625,-2.695,2.029,-4.085,1.318,-0.471,-2.027,0.025,0.417,-0.224,-2.425,-0.359,-1.001,-2.446,0.164,-1.859
10830962665646864842.wav,161.281,42.285,986.84,0.08,female,85.15,-2.273,26.453,-4.957,-2.773,4.49,-7.518,-6.133,-1.412,-6.496,-2.819,-0.224,-5.027,-0.641,-3.017,-2.991,-0.074,-2.064,-1.68
18054317184702062656.wav,173.961,64.352,901.589,0.084,male,92.525,-13.337,-2.496,8.664,-10.674,-7.694,-4.092,-8.225,-3.41,-1.995,-4.831,-1.821,-0.445,-2.926,-2.138,-0.08,-0.469,-0.375,-0.118
Voice961.wav,202.364,66.451,897.9,0.065,female,84.423,-11.974,33.755,13.926,-1.362,2.013,-10.219,-5.666,-1.94,-6.065,-2.964,-1.868,-7.531,-4.726,-4.182,-5.887,-1.027,-2.369,-4.119
18360923960356472961.wav,172.45,56.833,944.806,0.087,male,95.587,-20.096,-0.673,4.715,-16.54,-9.586,-5.185,-6.882,-1.633,1.78,-2.779,-4.626,-0.016,-1.415,-2.8,0.31,-2.215,-3.538,-0.831
14128100202150681391.wav,162.763,45.141,998.1,0.082,female,85.161,-2.829,27.069,-2.801,-12.257,1.849,-0.915,-5.604,0.485,-7.466,-2.248,3.905,-8.563,-0.323,-2.393,-2.708,2.628,-3.978,-1.451
15280459859363850174.wav,162.844,65.672,956.194,0.093,male,96.443,-19.28,-1.034,-1.566,-5.234,1.118,-7.461,-5.46,-2.781,-2.959,-4.311,-4.819,-1.407,-3.437,-2.2,1.299,-1.32,-0.786,0.86
Voice86.wav,167.812,40.727,856.054,0.057,male,79.446,-11.464,29.642,11.366,-3.217,1.903,-3.388,-3.717,-2.345,-1.43,-4.622,-1.473,-1.46,-6.0,-2.415,-2.321,-4.576,-2.506,-3.308
17633017786707559203.wav,154.456,47.819,961.825,0.081,female,86.233,-4.299,27.207,-4.554,-1.627,1.712,-7.393,-5.148,-2.105,-0.001,-1.922,0.615,-4.018,-1.325,-0.379,-3.223,-0.324,-2.856,-0.331
3527052921179008515.wav,139.201,28.128,995.598,0.082,male,92.81,-9.354,32.596,0.803,-5.229,-1.079,-3.651,2.036,-2.259,-0.181,1.144,-0.279,0.31,-1.118,-1.459,-2.495,-2.777,-1.03,-0.608
7349176189775609152.wav,133.015,50.246,950.52,0.085,male,93.877,-12.913,24.782,3.565,-7.806,-3.59,-3.539,-0.771,1.203,-0.023,-1.839,0.358,-0.739,-1.284,-1.841,-0.918,-0.109,-0.301,1.177
